,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
67,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000068__0.npz,uint8,"(600, 103, 115, 3)",0.0,255.0,50.293894141925804,37.72006801268181,float32,"(600,)",0.0,3.2356358,1.1503049,0.9991663,int16,"(600, 68, 2)",0,115,52.731102941176474,28.957098900350797,11845,600,P000068,3
68,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000069__0.npz,uint8,"(600, 115, 115, 3)",0.0,255.0,66.34427662255828,43.85076582215168,float32,"(600,)",0.0,3.6790478,0.96243167,0.9991663,int16,"(600, 68, 2)",0,115,55.563835784313724,30.583119518820265,13225,600,P000069,2
69,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000070__0.npz,uint8,"(600, 111, 111, 3)",0.0,193.0,74.33863715066418,53.156834535621016,float32,"(600,)",0.0,3.8036144,0.85385936,0.9991663,int16,"(600, 68, 2)",0,111,52.716593137254904,29.03547608920198,12321,600,P000070,0
70,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000071__0.npz,uint8,"(600, 114, 124, 3)",0.0,175.0,69.14412622618374,47.584893694789166,float32,"(600,)",0.0,3.653887,0.80714643,0.9991663,int16,"(600, 68, 2)",0,124,57.2780637254902,31.217858516696626,14136,600,P000071,0
71,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000072__0.npz,uint8,"(600, 112, 116, 3)",0.0,171.0,42.84507568760263,30.942193728690672,float32,"(600,)",0.0,3.7525547,0.83161235,0.9991663,int16,"(600, 68, 2)",0,116,55.87832107843137,30.21008930325487,12992,600,P000072,0
72,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000073__0.npz,uint8,"(600, 116, 112, 3)",0.0,255.0,32.76055730877121,31.29341364199509,float32,"(600,)",0.0,3.4415066,1.1132071,0.9991663,int16,"(600, 68, 2)",0,116,55.45230392156863,29.937487231742896,12992,600,P000073,2
73,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000074__0.npz,uint8,"(600, 112, 116, 3)",0.0,255.0,64.71647907259168,53.215988895054004,float32,"(600,)",0.0,3.2480164,1.1353037,0.9991663,int16,"(600, 68, 2)",0,116,55.22691176470588,29.842881557893985,12992,600,P000074,0
74,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000075__0.npz,uint8,"(600, 99, 104, 3)",0.0,153.0,46.84808641975309,32.95270660115544,float32,"(600,)",0.0,3.38859,0.94357383,0.9991663,int16,"(600, 68, 2)",0,104,48.52008578431373,26.933935852059147,10296,600,P000075,0
75,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000076__0.npz,uint8,"(600, 114, 121, 3)",0.0,181.0,46.04013029014225,37.504832408746,float32,"(600,)",0.0,3.2933009,0.90904737,0.9991663,int16,"(600, 68, 2)",0,121,57.49808823529412,30.560586662063105,13794,600,P000076,3
76,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000077__0.npz,uint8,"(600, 112, 110, 3)",0.0,168.0,63.68187698412699,43.4270417662442,float32,"(600,)",0.0,3.1363876,1.1711601,0.9991663,int16,"(600, 68, 2)",0,112,53.43251225490196,28.988352196206677,12320,600,P000077,2
77,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000078__0.npz,uint8,"(600, 109, 115, 3)",0.0,255.0,68.59778930106812,49.730879294832874,float32,"(600,)",0.0,3.0941868,0.9775637,0.9991663,int16,"(600, 68, 2)",0,115,55.05863970588236,28.62802608566236,12535,600,P000078,1
78,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000079__0.npz,uint8,"(600, 120, 118, 3)",0.0,144.0,53.636083097928434,36.518161447323486,float32,"(600,)",0.0,3.147457,1.1158223,0.9991663,int16,"(600, 68, 2)",0,120,57.02268382352941,30.908875599676982,14160,600,P000079,4
79,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000080__0.npz,uint8,"(600, 113, 124, 3)",0.0,128.0,45.75508544263647,29.933297926595703,float32,"(600,)",0.0,3.555054,0.7727394,0.9991663,int16,"(600, 68, 2)",0,124,56.843504901960785,31.209405311100127,14012,600,P000080,2
80,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000081__0.npz,uint8,"(600, 110, 112, 3)",0.0,255.0,40.1703345508658,27.183677693740396,float32,"(600,)",0.0,3.1150422,1.3767072,0.9991663,int16,"(600, 68, 2)",0,112,53.019889705882356,28.60657333941151,12320,600,P000081,0
81,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000082__0.npz,uint8,"(600, 120, 136, 3)",0.0,255.0,70.66317674291939,76.58382305390684,float32,"(600,)",0.0,3.3673239,1.433379,0.9991663,int16,"(600, 68, 2)",0,136,62.125539215686274,32.88086039174467,16320,600,P000082,1
82,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000083__0.npz,uint8,"(600, 128, 132, 3)",0.0,255.0,114.43783002551557,73.59724459785056,float32,"(600,)",0.0,3.2601972,1.2986044,0.9991663,int16,"(600, 68, 2)",0,132,61.67382352941176,34.44249941239427,16896,600,P000083,3
83,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000084__0.npz,uint8,"(600, 109, 113, 3)",0.0,207.0,67.19640483342805,50.81207598139494,float32,"(600,)",0.0,3.8488781,0.8414509,0.9991663,int16,"(600, 68, 2)",0,113,53.263799019607845,29.383676745718223,12317,600,P000084,1
84,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000085__0.npz,uint8,"(600, 116, 119, 3)",0.0,192.0,68.69498084291187,45.71188693740759,float32,"(600,)",0.0,3.1440666,1.0458193,0.9991663,int16,"(600, 68, 2)",0,119,56.465955882352944,31.470506233085622,13804,600,P000085,2
85,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000086__0.npz,uint8,"(600, 119, 115, 3)",0.0,168.0,48.16775086266391,31.401430817962684,float32,"(600,)",0.0,3.210219,1.0782894,0.9991663,int16,"(600, 68, 2)",0,119,57.80719362745098,30.014282053270787,13685,600,P000086,2
86,/gim/lv03/datasets/rppg/preprocessed/SCAMPS__P000087__0.npz,uint8,"(600, 127, 129, 3)",0.0,255.0,94.72359644482424,90.41002797537942,float32,"(600,)",0.0,3.1275926,1.1123114,0.9991663,int16,"(600, 68, 2)",0,129,64.66747549019608,32.30842846687841,16383,600,P000087,2
